Moyenne de B,Moyenne de G,Moyenne de R
60.06812609457093,73.98388791593695,79.24133099824869
143.89450387310956,171.16506824050165,196.00903725562523
68.21844985481349,80.19186955550592,88.31963368327004
102.21006796941376,116.56393372982158,122.12022090059473
90.00177619893428,108.8595026642984,109.8202486678508
81.36439393939393,81.30176767676768,83.52234848484848
133.28762949421085,144.49329677026205,151.7318708104814
168.19702689948087,186.3957055214724,199.74846625766872
109.3639942734431,132.69452397995704,151.2219040801718
110.3133263743911,111.79418928322895,113.89213639526793
97.07466288147623,113.92845990063876,128.06089425124202
147.3813387423935,154.82606490872212,162.1495943204868
88.64959886739028,110.66163284568192,124.95044832468146
97.41137063190295,115.78218359587181,116.86329893173999
62.45914691943128,70.47203791469194,73.57895734597156
74.80725581395349,78.9693023255814,81.30083720930233
87.78939469734867,93.2963148240787,98.22527930631982
56.37225844694724,61.76486860304288,63.48468682078641
87.66423357664233,119.86629873598007,128.30763752893003
89.03977562468128,104.90515043345232,108.54275029746728
52.36715074657394,56.33790141133156,57.9689097975046
128.0101413644745,141.29732636754764,145.8560233558697
97.35900587191043,112.84514543219991,121.28089580772907
79.47309564530983,85.139586896461,89.82291803710038
59.88440774849158,73.83724992060972,76.85693871070181
77.03946771510661,89.04082867079994,96.10161802510207
81.45449966420416,96.78676964405642,97.84586971121558
110.27211362677542,128.39825622275347,131.60090001406272
139.22260391618002,178.32308485056683,203.92992098935073
93.45400159532039,110.28237170965168,123.05370911991491
79.27458158995816,101.17625523012552,120.20746164574616
115.92531468531469,140.25832167832166,154.51020979020979
146.00270956816257,161.22438611346317,174.62540220152414
67.83744986278235,77.89529237914292,86.42347477306312
110.42153846153846,135.67815384615383,152.26676923076923
117.80347019412473,138.94794708812918,154.28311286720495
64.3856186717007,75.48326754762313,78.19787197528746
147.0879400987733,163.14067229568266,174.82985502628645
114.76845459373341,139.49318463444857,149.8762612851832
96.0024132170039,101.82643400779655,106.05995916094301
50.84434512242518,58.45569374271279,58.750874465604355
74.0752317309765,79.82086656607028,83.16382841129554
70.24101515925737,77.78249020609776,95.21580650655766
150.70521301931728,159.24980153479757,165.51402487430536
79.13900955690704,82.07066319142774,84.96206197509412
70.15138352638353,78.28861003861005,82.24050836550836
146.0155847501288,155.14477073673365,178.11179804224628
81.50149253731344,83.45850746268657,86.19721393034825
78.93074141048825,90.78716094032549,97.37739602169982
58.66389610389611,59.564502164502166,60.93645021645022
67.79482200647249,77.4042071197411,87.25857605177994
110.78806410797132,120.11619569801772,126.28089413749473
73.20186915887851,78.7170093457944,78.99158878504673
51.5167602826599,55.40768255118681,56.10762819351332
98.65341777680716,134.2271238261629,144.6787508189561
157.2947284345048,165.91427050053247,171.64217252396165
67.19817227957353,82.64697918429515,95.37975968861059
83.07916230366492,105.46869109947644,123.67853403141362
62.93542944785276,71.7558282208589,76.20521472392637
